DATABASE	DELTAG (kcal/mol)	DELTAG ERROR (kcal/mol)
cpd00914	-857.46	1.43179
cpd00915	-78.06	2.84611
cpd00916	-857.46	1.43179
cpd00917	-111.19	2.50647
cpd00918	-141.03	0.723928
cpd00919	-278.82	0.533806
cpd00920	-101.71	1.03188
cpd00921	-105.35	1.11371
cpd00922	-57.53	1.33619
cpd00923	-65.38	2.01531
cpd00924	-865.7	6.08517
cpd00925	-966.6	5.5013
cpd00926	-62.32	1.36798
cpd00927	-125.25	4.501
cpd00928	-156.48	2.66691
cpd00929	-536.83	5.00986
cpd00930	-242.14	1.13494
cpd00931	-394.67	2.13793
cpd00932	-427.57	1.19904
cpd00933	-75.56	1.43617
cpd00934	-1069.96	1.46547
cpd00935	-76.77	1.42791
cpd00936	-573.02	3.31861
cpd00937	-140.84	1.21239
cpd00938	-213.04	1.11971
cpd00939	8.46	1.68343
cpd00940	-788.5	4.89877
cpd00941	10000000	10000000
cpd00942	-397.21	1.41327
cpd00943	-1282.46	1.52562
cpd00944	40.98	4.56268
cpd00945	-432.64	0.539876
cpd00946	-309.41	5.86149
cpd00947	10000000	10000000
cpd00948	-812.27	3.72118
cpd00949	-159.43	7.0827
cpd00950	-385.32	2.06345
cpd00951	-198.75	1.2977
cpd00952	-13.29	1.6541
cpd00953	-137.57	2.06663
cpd00954	-3.11	2.81768
cpd00955	-110.24	7.11982
cpd00956	-392.53	1.13811
cpd00957	-338.54	2.10087
cpd00958	-363.9	2.74388
cpd00959	10000000	10000000
cpd00960	-98.19	3.0442
cpd00961	-149.244	2.63335
cpd00962	-149.434	2.63566
cpd00963	-142.06	3.00077
cpd00964	-142.25	3.00419
cpd00965	10000000	10000000
cpd00966	10000000	10000000
cpd00970	10000000	10000000
cpd00971	10000000	10000000
cpd00972	-572.43	2.78762
cpd00973	-143.42	2.96897
cpd00975	10000000	10000000
cpd00976	-481.74	2.68859
cpd00977	-689.74	2.69688
cpd00978	-565.93	1.80235
cpd00979	-532.59	2.73086
cpd00980	-740.59	2.73902
cpd00981	107.31	9.49178
cpd00982	-538.18	5.10697
cpd00984	-311.88	0.823313
cpd00985	10000000	0.5
cpd00986	-238.97	3.10214
cpd00987	10000000	10000000
cpd00988	-257.85	3.03334
cpd00989	-397.77	1.88329
cpd00990	-230.02	3.57751
cpd00991	-153.65	2.27251
cpd00992	-79.76	0.307147
cpd00993	-218.28	1.54422
cpd00994	10000000	10000000
cpd00995	-217.42	0.819034
cpd00996	-143.7	0.716896
cpd00997	-23.54	1.71584
cpd00998	6.1	1.03599
cpd00999	0.19	1.22811
cpd01000	-18.68	0.533769
cpd01002	10000000	10000000
cpd01003	-87.92	0.293304
cpd01004	4.75	0.88341
cpd01005	-68	1.63525
cpd01006	-129.98	0.98711
cpd01007	33.26	1.21414
cpd01008	-3.17	1.59297
cpd01009	-199.99	1.14405
cpd01010	-43.25	6.16839
cpd01011	-30.81	0.263842
cpd01012	10000000	10000000
cpd01013	10000000	10000000
cpd01014	10000000	10000000
cpd01015	-23.3	5.00903
cpd01016	10000000	10000000
cpd01017	-113.974	0.963435
cpd01018	-159.61	1.32944
cpd01019	-264.63	2.38607
cpd01020	-171.49	1.36417
cpd01021	-271.11	0.886009
cpd01022	-123.17	0.251966
cpd01023	-319.17	3.13049
cpd01024	-8.2051	0.5
cpd01025	-197.6	2.56575
cpd01026	-391.23	12.6472
cpd01027	-121.3	0.555765
cpd01028	-105.3	3.05376
cpd01029	-8.06	2.40404
cpd01030	-206.24	1.81348
cpd01031	-217.42	0.819034
cpd01032	95.54	2.71758
cpd01033	-54.68	0.892358
cpd01034	31.63	1.16712
cpd01035	-86.3	0.813255
cpd01036	10000000	10000000
cpd01037	-76.47	1.04122
cpd01038	-274.1	3.31778
cpd01039	10000000	10000000
cpd01040	33.1	2.83907
cpd01041	-11.53	0.861543
cpd01042	-11.53	0.861543
cpd01043	-93.39	2.35176
cpd01044	-12.28	0.49031
cpd01045	-78.84	2.88775
cpd01046	-109.81	0.412821
cpd01047	-108.04	2.33062
cpd01048	10000000	10000000
cpd01049	10000000	10000000
cpd01051	-70.08	1.31535
cpd01052	52.48	1.75525
cpd01053	-0.8	0.5
cpd01054	4.1	0.5
cpd01055	-218.28	1.54422
cpd01056	-180.96	0.651122
cpd01057	-225.44	0.98839
cpd01058	37.5	1.5241
cpd01059	-96.58	1.31801
cpd01060	-19.16	2.43031
cpd01061	17.34	1.03801
cpd01062	9.41	1.02342
cpd01063	-34.73	0.953269
cpd01064	7.97	1.47761
cpd01065	-221.32	7.16063
cpd01066	-225.44	0.98839
cpd01067	-180.06	1.36935
cpd01068	-181.62	1.36935
cpd01069	-323.32	3.09815
cpd01070	7.17	2.84347
cpd01071	-147.52	2.49055
cpd01072	10000000	10000000
cpd01073	-65.089	2.19199
cpd01074	-376.76	3.02215
cpd01075	33.61	7.3105
cpd01076	-9.35	5.11075
cpd01077	-249.98	2.39357
cpd01078	10000000	10000000
cpd01079	10000000	10000000
cpd01080	-60.83	1.41339
cpd01081	10000000	10000000
cpd01082	-235.12	2.45182
cpd01084	-89.59	0.654476
cpd01085	10000000	10000000
cpd01086	-47.26	2.35149
cpd01087	-11.53	0.861543
cpd01088	-24.33	0.562401
cpd01089	-86.12	1.37918
cpd01090	125.08	9.51938
cpd01091	-108.99	1.4451
cpd01092	-116.06	1.96587
cpd01093	-288.57	2.4143
cpd01094	10000000	10000000
cpd01095	33.98	7.38992
cpd01096	-342.12	4.81384
cpd01097	-69.97	3.05717
cpd01098	-165.99	7.10531
cpd01099	72.42	7.52093
cpd01100	-93.39	2.35176
cpd01101	-95.7	0.5
cpd01102	-103.77	1.47495
cpd01103	11.54	4.9323
cpd01104	-66.27	3.64871
cpd01105	-190.44	0.64578
cpd01106	-84.87	0.446773
cpd01107	-73.79	0.719422
cpd01108	-293.68	2.72219
cpd01109	-1.09	1.25264
cpd01110	-335.47	6.5139
cpd01111	-673.08	3.70081
cpd01112	-218.28	1.54422
cpd01113	-80.27	0.384114
cpd01114	-83.63	1.04806
cpd01115	-48.65	0.967003
cpd01116	33.78	1.22383
cpd01117	-128.45	2.62878
cpd01118	-106.11	2.95985
cpd01119	-113.52	1.98692
cpd01120	-318.76	9.88503
cpd01121	-190.66	5.17325
cpd01122	-16.11	1.4392
cpd01123	-101.26	0.860257
cpd01124	0.21	1.74116
cpd01125	10000000	10000000
cpd01126	-75.41	0.633984
cpd01128	-279.91	2.70861
cpd01129	-135.68	0.997088
cpd01130	-64.83	1.20614
cpd01131	10000000	10000000
cpd01132	-13.77	3.44347
cpd01133	-694.61	5.75441
cpd01134	-196.232	1.19672
cpd01135	-193.13	2.44277
cpd01136	-102.75	3.89317
cpd01137	-74.504	1.23709
cpd01138	-195.82	0.506507
cpd01139	10000000	10000000
cpd01140	-725.22	2.77418
cpd01141	-68.17	1.5001
cpd01142	-338.54	2.83666
cpd01143	10000000	10000000
cpd01144	-300.32	2.68746
cpd01145	-130.02	3.76285
cpd01146	-133.58	1.60679
cpd01147	-30.57	0.807572
cpd01148	-222.6	3.03182
cpd01149	-114.36	1.19539
cpd01150	-22.54	0.690343
cpd01151	-280.06	4.4141
cpd01152	-215.96	0.897802
cpd01153	-44.3	1.34137
cpd01154	-63.9	2.06021
cpd01155	-4.4	0.588545
cpd01156	32.58	7.48077
cpd01157	-365.46	3.22665
cpd01158	-133.46	2.07527
cpd01159	-88.41	2.83003
cpd01160	-3.754	0.688293
cpd01161	-232.43	0.807937
cpd01162	-219.45	1.87248
cpd01163	-231.34	1.11609
cpd01164	-182.05	1.49863
cpd01165	-440.91	5.79808
cpd01166	-16.48	2.10591
cpd01167	-140.87	3.2694
cpd01168	10000000	10000000
cpd01169	-84.24	2.16851
cpd01170	52.3	6.84909
cpd01171	-225.44	0.98839
cpd01172	10000000	10000000
cpd01173	10000000	10000000
cpd01174	-106.72	5.64303
cpd01175	-274.36	0.708506
cpd01176	-138.64	2.41091
cpd01177	2.96	1.45017
cpd01178	-378.54	2.63543
cpd01179	-38.47	1.33018
cpd01180	-274.1	3.31778
cpd01181	-47.95	1.6809
cpd01182	-50.11	1.947
cpd01183	-76.94	0.997956
cpd01184	-219.17	1.3556
cpd01185	-232.43	0.807937
cpd01186	-181.19	1.49863
cpd01187	-225.44	0.98839
cpd01188	32.74	9.57718
cpd01189	-378.54	2.63543
cpd01190	-307.77	1.62305
cpd01191	-9.67	2.9815
cpd01192	-376.76	3.02215
cpd01193	-62.61	3.59861
cpd01194	-144.45	0.71089
cpd01196	10000000	10000000
cpd01197	-50.63	3.07309
cpd01198	-407.4	5.28722
cpd01199	1.44	0.65424
cpd01200	-377.65	2.76924
cpd01201	-232.85	2.54107
cpd01202	-87.74	0.879507
cpd01203	0.2	1.96418
cpd01204	22.08	1.34471
cpd01205	-194.56	2.10535
cpd01206	51.67	2.76996
cpd01207	-308.03	3.28932
cpd01208	-49.38	0.882045
cpd01209	-91.5	1.8266
cpd01210	17	6.91952
cpd01211	22.2	5.68687
cpd01212	76.066	2.78241
cpd01213	-119.12	1.08447
cpd01214	-319.42	3.7872
cpd01215	-60.89	1.2797
cpd01216	10000000	10000000
cpd01217	-151.93	2.79464
cpd01218	-43.25	6.16839
cpd01220	14.98	0.974963
cpd01221	-72.12	0.345267
cpd01222	-61.46	1.08095
cpd01223	-62.7	0.56219
cpd01224	-71.75	1.10005
cpd01225	-425.1	4.72449
cpd01226	10000000	10000000
cpd01227	-19.01	1.9493
cpd01228	-118.36	6.82101
cpd01229	12.02	2.6877
cpd01230	10000000	10000000
cpd01231	21.45	1.77478
cpd01232	-49.38	0.882045
cpd01233	-634.09	2.96548
cpd01234	15.38	6.91673
cpd01235	10000000	10000000
cpd01236	10000000	10000000
cpd01237	-865.07	8.06
cpd01238	-5.65	3.53771
cpd01239	-143.4	1.19892
cpd01240	10000000	10000000
cpd01241	-84.68	0.341851
cpd01242	-141.78	1.20213
cpd01243	37.37	6.9092
cpd01244	43.63	2.85648
cpd01245	10000000	10000000
cpd01246	-311.88	0.823313
cpd01247	-183.03	1.51001
cpd01248	10000000	10000000
cpd01249	-7.74	2.51638
cpd01250	20.68	1.59067
cpd01251	-156.37	1.36379
cpd01252	-50.8	6.32502
cpd01253	59.69	1.58771
cpd01254	-313.58	3.47998
cpd01255	-356.08	3.98777
cpd01256	-356.08	3.98777
cpd01257	-218.28	1.54422
cpd01258	-84.68	0.341851
cpd01259	-5.63	5.67965
cpd01260	-769.63	3.76669
cpd01261	-121.67	1.44167
cpd01262	-535.24	4.52507
cpd01263	10000000	10000000
cpd01264	-8.13	1.41853
cpd01265	-133.64	1.3392
cpd01266	10000000	10000000
cpd01267	-39.45	0.586793
cpd01268	-208.11	2.00001
cpd01269	-43.72	0.294634
cpd01270	-346.33	3.06432
cpd01271	-342.669	4.00897
cpd01272	-338.73	5.16911
cpd01273	-227.19	2.27942
cpd01274	10000000	10000000
cpd01275	-291.51	2.70905
cpd01276	-141.31	2.03924
cpd01277	-149.46	1.44475
cpd01278	-193.28	5.24471
cpd01279	-19.35	2.85776
cpd01280	85.28	2.94124
cpd01281	-229	0.5
cpd01282	10000000	10000000
cpd01283	-69.97	3.05717
cpd01284	10000000	10000000
cpd01285	24.57	4.16607
cpd01286	-40.38	1.27711
cpd01287	-274.06	5.76048
cpd01288	14.16	1.72334
cpd01289	8.72	1.52249
cpd01290	-22.74	0.757159
cpd01291	-2.98	7.25719
cpd01292	-95.82	0.81933
cpd01293	-110.12	0.890171
cpd01294	-55.1	1.46444
cpd01295	-2.98	7.25719
cpd01296	-585.97	3.79729
cpd01297	10000000	10000000
cpd01298	-36.68	0.300676
cpd01299	26.97	0.805105
cpd01300	-70.46	1.51551
cpd01301	-66.58	2.36771
cpd01302	-808.1	4.35928
cpd01303	-518.59	8.022
cpd01304	5.54	5.05438
cpd01305	10000000	10000000
cpd01306	10000000	10000000
cpd01307	-189.02	0.79901
cpd01308	-123.31	0.587299
cpd01309	-217.61	1.3695
cpd01310	-243.83	4.40376
cpd01311	-115.31	1.45097
cpd01312	-376.76	3.02215
cpd01313	10000000	10000000
cpd01314	10000000	10000000
cpd01315	10000000	10000000
cpd01316	-309.31	3.88017
cpd01317	-734.44	3.71628
cpd01318	-196.57	7.13741
cpd01319	-72.15	1.58
cpd01320	-440.91	5.79808
cpd01321	-51.16	2.23306
cpd01322	4.63	2.0662
cpd01323	10000000	10000000
cpd01324	7.07	1.13842
cpd01325	-41.6	0.750653
cpd01326	10000000	10000000
cpd01327	-83.06	0.394216
cpd01328	-232.43	0.807937
cpd01329	-1010.68	9.05923
cpd01330	-41.82	3.63566
cpd01331	-95.18	1.90155
cpd01332	-221	3.95594
cpd01333	-774.49	3.67659
cpd01334	33.21	9.57654
cpd01335	-776.11	3.65028
cpd01336	-339.63	12.01
cpd01337	10000000	10000000
cpd01338	-12.99	1.15826
cpd01339	-32.46	0.332805
cpd01340	4.08	1.59641
cpd01341	30.17	2.37031
cpd01342	-20.55	6.87832
cpd01343	-0.21	1.71147
cpd01344	-295.66	2.67607
cpd01345	-114.873	1.69512
cpd01346	-293.32	2.00307
cpd01347	10000000	10000000
cpd01348	-48.98	0.969592
cpd01349	10000000	10000000
cpd01350	12.96	2.54719
cpd01351	170.59	5.05754
cpd01352	262.22	5.56742
cpd01353	-163.11	4.6457
cpd01354	-376.76	3.02215
cpd01355	-376.76	3.02215
cpd01356	-312.28	5.85133
cpd01357	-87.92	0.808502
cpd01358	-87.92	0.808502
cpd01359	-42.82	7.18123
cpd01360	-5.84	0.916481
cpd01361	10000000	10000000
cpd01362	-199.57	0.422357
cpd01363	-306.58	0.535061
cpd01364	10000000	10000000
cpd01365	-91.6	2.7424
cpd01366	-17	3.19441
cpd01367	-25.26	2.03074
cpd01368	29.17	4.93699
cpd01369	-20.21	0.423666
cpd01370	62.15	3.5889
cpd01371	-67.27	3.34861
cpd01372	-106.75	3.44556
cpd01373	-17.59	3.73074
cpd01374	50.12	1.61474
cpd01375	-93.64	2.9402
cpd01376	-693.72	6.03434
cpd01377	10000000	10000000
cpd01378	-1496.81	6.89125
cpd01379	52.97	5.15222
cpd01380	-14.2	1.26905
cpd01381	-23.94	1.01915
cpd01382	10000000	10000000
cpd01383	-144.58	0.479091
cpd01384	-261.5	1.49878
cpd01385	39.1	1.58862
cpd01386	52.1	2.77905
cpd01387	-706.35	3.90998
cpd01388	-195.89	3.52364
cpd01389	10000000	10000000
cpd01390	10000000	10000000
cpd01391	-118.31	0.70732
cpd01392	14.93	1.58444
cpd01393	-756.67	4.08103
cpd01394	-60.25	1.57181
cpd01395	-144.58	0.479091
cpd01396	10000000	10000000
cpd01397	-376.76	3.02215
cpd01398	-715.19	3.95591
cpd01399	-693.72	6.03434
cpd01400	-51.05	0.826997
cpd01401	28.3	2.28174
cpd01402	-763.91	3.90193
cpd01403	-46.47	1.43621
cpd01404	10000000	10000000
cpd01405	-197.95	1.98564
cpd01406	10000000	10000000
cpd01407	-255.83	1.52934
cpd01408	-42.42	1.10467
cpd01409	-232.16	5.17372
cpd01410	10000000	10000000
cpd01411	-147.62	2.74146
cpd01412	-89.59	4.4375
cpd01413	17.42	1.98921
cpd01414	-241.815	1.90125
cpd01415	-82.224	0.651556
cpd01416	10000000	10000000
cpd01417	10000000	10000000
cpd01418	-322.818	4.45132
cpd01419	-128.73	0.982725
cpd01420	241.2	6.20108
cpd01421	-182.05	1.49863
cpd01422	-180.06	1.36935
cpd01423	-723.12	2.95151
cpd01424	4.63	2.0662
cpd01425	-157.77	0.495873
cpd01426	-32.49	2.43772
cpd01427	-34.38	3.36974
cpd01429	-77.59	6.21336
cpd01430	78.83	2.67757
cpd01431	10000000	10000000
cpd01432	-125.76	0.418338
cpd01433	10000000	10000000
cpd01434	-92.39	1.17226
cpd01435	-110.29	0.354939
cpd01436	-197.95	0.448901
cpd01437	-15.26	0.953132
cpd01438	10000000	10000000
cpd01440	-110.29	0.354939
cpd01441	-414.21	3.01417
cpd01442	-23.73	1.83938
cpd01443	-139.47	0.441588
cpd01444	10000000	10000000
cpd01445	-261.41	5.47043
cpd01446	33.64	0.843582
cpd01447	-78.99	0.858999
cpd01448	10000000	10000000
cpd01449	10000000	10000000
cpd01450	-91.61	6.82165
cpd01451	10000000	10000000
cpd01452	10000000	10000000
cpd01453	-182.05	0.520696
cpd01454	-69.788	1.38969
cpd01455	-137.82	0.335879
cpd01456	40.43	3.62265
cpd01457	-258.99	3.74734
cpd01458	-106.7	0.348594
cpd01459	-115.45	0.800913
cpd01460	-49.38	7.18835
cpd01461	-535.24	4.52507
cpd01462	21.11	3.01144
cpd01463	-94.8	3.1867
cpd01464	-53.87	2.26386
cpd01465	-223.81	2.88696
cpd01466	-196.42	0.827489
cpd01467	-12.19	1.95446
cpd01468	-164.77	0.290816
cpd01469	10000000	10000000
cpd01470	-50.28	1.66572
cpd01471	-124.4	1.04368
cpd01472	-73.08	0.888011
cpd01473	-88.86	1.09822
cpd01474	270.12	5.76555
cpd01475	-27.8	2.01495
cpd01476	10000000	10000000
cpd01477	-99.47	3.2434
cpd01478	-103.76	5.33676
cpd01479	-50.32	6.85059
cpd01480	10000000	10000000
cpd01481	-726.32	3.08981
cpd01482	-727.3	3.09784
cpd01483	-50.01	1.36421
cpd01484	10000000	10000000
cpd01485	-20.73	2.22047
cpd01486	-180.06	1.36935
cpd01487	-180.06	1.36935
cpd01488	-57.32	3.76951
cpd01489	-155.58	3.25139
cpd01490	-218.28	1.54422
cpd01491	19.56	4.15642
cpd01492	-140.53	0.590634
cpd01493	86.45	3.60864
cpd01494	-100.54	0.729783
cpd01495	-68.33	0.600764
cpd01496	-117.98	1.11674
cpd01497	57.26	5.11515
cpd01498	-170.48	0.744345
cpd01499	-31	0.324866
cpd01500	12	1.99047
cpd01501	-280.63	0.508496
cpd01502	-144.45	0.71089
cpd01503	43.451	2.15241
cpd01504	-33.41	0.310076
cpd01505	54.97	2.39668
cpd01506	10000000	10000000
cpd01507	-888.82	3.60813
cpd01508	-111.91	0.295698
cpd01509	57.26	5.11515
cpd01510	10000000	10000000
cpd01511	-174.782	1.15243
cpd01512	-110.12	0.890171
cpd01514	-58.28	1.26314
cpd01515	91.12	2.7489
cpd01516	40.67	2.42182
cpd01517	-83.4	2.7606
cpd01518	-748.07	3.67878
cpd01519	-667.23	4.2351
cpd01520	9.97	2.00776
cpd01521	-122.1	1.83478
cpd01522	-269.47	7.1706
cpd01523	-86.3	0.306163
cpd01524	-183.03	1.51001
cpd01525	-198.16	3.31632
cpd01526	-51.05	0.826997
cpd01527	-177.8	1.11497
cpd01528	-48.57	2.76786
cpd01529	10000000	10000000
cpd01530	-15.8	1.9008
cpd01531	4.71	0.791176
cpd01532	-463.2	2.95081
cpd01533	-31.38	1.6309
cpd01534	-27.33	0.980065
cpd01535	-17.85	0.899812
cpd01536	-673.08	3.70081
cpd01537	-116.6	12.6366
cpd01538	-520	13.0262
cpd01539	-202.62	0.297605
cpd01540	14.98	0.974963
cpd01541	-23.39	2.04084
cpd01543	3.65	1.37031
cpd01544	1.99	1.52013
cpd01545	-143.75	0.628295
cpd01546	-33.81	0.734963
cpd01547	-14.28	1.64018
cpd01548	38.45	0.937643
cpd01549	44.14	0.98836
cpd01550	-262.13	1.9273
cpd01551	-202.96	0.550601
cpd01552	-119.47	1.55833
cpd01553	-47.76	0.886404
cpd01554	-76.64	1.68599
cpd01555	10000000	10000000
cpd01556	-805.77	3.08989
cpd01557	-760.89	3.56213
cpd01558	-90.85	2.74724
cpd01559	-104.7	4.56857
cpd01560	-785.19	3.56187
cpd01562	-182.05	1.49863
cpd01563	-222.28	0.750199
cpd01564	-9.64	0.872856
cpd01565	10000000	10000000
cpd01566	-0.38	2.06934
cpd01567	-116.06	1.96587
cpd01569	-31.82	1.46768
cpd01570	-193.43	3.78846
cpd01571	-280.96	2.96988
cpd01572	-333.35	2.94924
cpd01573	-86.3	0.306163
cpd01574	-58.41	0.981073
cpd01575	-94.03	1.54014
cpd01576	-197.76	0.397427
cpd01577	-148.08	0.64326
cpd01578	-76.26	0.985127
cpd01579	-94.03	1.54014
cpd01580	-3.77	1.53113
cpd01581	-100.57	0.825238
cpd01582	-58.41	0.981073
cpd01583	-94.03	1.54014
cpd01584	-5.84	0.916481
cpd01585	-29.38	0.358698
cpd01586	-54.74	1.14227
cpd01587	-9.09	1.43601
cpd01588	-81.25	0.493415
cpd01589	-113.88	1.67522
cpd01590	10000000	10000000
cpd01591	-99.23	1.72071
cpd01594	10000000	10000000
cpd01595	12.5	1.01758
cpd01596	-5.19	1.01752
cpd01597	10000000	10000000
cpd01598	-302.565	1.9265
cpd01599	-839.61	3.58288
cpd01600	-247.63	1.64363
cpd01601	10000000	10000000
cpd01602	10000000	10000000
cpd01603	7.28	4.92838
cpd01604	5.55	1.50579
cpd01605	-106.7	0.348594
cpd01606	-122.25	1.04359
cpd01607	-181.81	1.35993
cpd01608	10000000	10000000
cpd01609	-40.61	1.19843
cpd01610	-2.34	1.25821
cpd01611	-113.64	0.792526
cpd01612	-56	0.608149
cpd01613	-760.16	3.58944
cpd01614	13.58	1.04913
cpd01615	16.3	4.40601
cpd01616	37.7	1.07366
cpd01617	26.78	0.822055
cpd01618	-78.14	0.364532
cpd01619	-17.55	3.61843
cpd01620	10000000	10000000
cpd01621	-24.25	4.45614
cpd01622	-570	2.871
cpd01623	-727.3	3.09784
cpd01624	10000000	10000000
cpd01625	-98.29	1.71429
cpd01626	10000000	10000000
cpd01627	-182.05	1.49863
cpd01628	-22.61	2.42625
cpd01629	-180.06	1.36935
cpd01630	-122.92	1.17994
cpd01631	-20.98	2.24563
cpd01632	14.57	2.36503
cpd01634	-84.87	0.446773
cpd01635	-174.01	2.02603
cpd01636	-200.99	0.443487
cpd01637	-37.75	3.94867
cpd01638	-108.04	2.33062
cpd01639	10000000	10000000
cpd01640	3.44	4.65015
cpd01641	-35.62	0.528706
cpd01642	23.72	1.59087
cpd01644	-161.52	1.07398
cpd01645	6.26	1.40093
cpd01646	-201.18	0.482292
cpd01647	-7.44	0.934261
cpd01648	-202.48	3.56954
cpd01649	10000000	10000000
cpd01650	-563.75	3.08558
cpd01651	-73.15	4.92949
cpd01652	-178.03	9.45945
cpd01653	-196.42	0.827489
cpd01654	-71.91	1.65787
cpd01655	10000000	10000000
cpd01656	10000000	10000000
cpd01657	-88.47	1.12185
cpd01658	-77.88	0.981206
cpd01659	10000000	10000000
cpd01660	-182.05	1.49863
cpd01661	-15.76	1.70924
cpd01662	-298.41	0.315971
cpd01663	-126.15	7.14105
cpd01664	10000000	10000000
cpd01665	-336.65	0.327316
cpd01666	-54.42	1.33109
cpd01667	10000000	10000000
cpd01668	-23.54	4.32598
cpd01669	-131.48	4.37908
cpd01670	-11.14	3.97898
cpd01671	-222.66	0.752539
cpd01672	54.64	1.57496
cpd01673	-189.71	2.63657
cpd01674	-8.64	3.46532
cpd01675	-863.85	3.54606
cpd01676	-4.25	1.01621
cpd01677	3.35	1.32696
cpd01678	-127.16	1.47092
cpd01679	-60.99	1.24983
cpd01680	-14	2.11658
cpd01681	-411.09	1.03522
cpd01682	-103.28	2.03952
cpd01683	-268.33	1.73024
cpd01684	10000000	10000000
cpd01685	-20.32	3.29835
cpd01686	21.51	1.07777
cpd01687	-772.16	3.6471
cpd01688	-168.38	1.73501
cpd01689	-22.11	1.85815
cpd01690	4.88	2.67228
cpd01691	56.13	3.02129
cpd01692	-98.2	4.45917
cpd01693	-590.15	2.73054
cpd01694	-155.923	7.26591
cpd01695	-766.39	3.83564
cpd01696	-45.63	1.23979
cpd01697	41.09	4.99521
cpd01698	-180.06	1.36935
cpd01699	-776.91	4.73841
cpd01700	-202.61	0.416598
cpd01701	-202.61	0.416598
cpd01702	4.68	4.98592
cpd01703	-16.22	1.84458
cpd01704	10000000	10000000
cpd01705	-202.8	0.474233
cpd01706	-20.62	1.33844
cpd01707	-109.62	1.23449
cpd01708	-85.84	3.25054
cpd01709	-199.38	0.345549
cpd01710	-143.02	0.751277
cpd01711	-85.32	0.288538
cpd01712	-224.05	9.48537
cpd01713	-94.35	0.559657
cpd01714	-94.35	0.559657
cpd01715	-57.81	1.97671
cpd01716	-166.28	0.925211
cpd01717	10000000	10000000
cpd01718	-45.25	1.99157
cpd01719	-5.23	0.374412
cpd01720	-124.32	0.966829
cpd01721	6.45	2.89857
cpd01722	-26.98	1.0934
cpd01723	-19.9	1.54764
cpd01724	12.92	4.64544
cpd01725	-164.73	0.826568
cpd01726	-255.73	1.55939
cpd01727	-158.1	0.49194
cpd01728	-94.16	1.07744
cpd01729	-16.25	3.17363
cpd01730	-32.18	4.93662
cpd01731	51.49	5.0374
cpd01732	10000000	10000000
cpd01733	-43.88	1.32353
cpd01734	-216.02	1.27577
cpd01735	-212.38	2.10312
cpd01736	10000000	10000000
cpd01737	-139.52	0.968615
cpd01738	-99.16	2.25237
cpd01739	10000000	10000000
cpd01740	-150	0.905631
cpd01741	-70.55	0.891676
cpd01742	-199.36	9.57653
cpd01743	10000000	10000000
cpd01744	10000000	10000000
cpd01745	103.81	2.57276
cpd01746	-216.02	1.27577
cpd01747	18.61	1.63769
cpd01748	10000000	10000000
cpd01749	-113.18	1.13999
cpd01750	-238.65	0.75436
cpd01751	-159.65	0.706459
cpd01752	-584.45	5.28644
cpd01753	-36.85	1.02823
cpd01754	-114.47	0.799577
cpd01755	-212.63	1.63473
cpd01756	-105.51	1.03943
cpd01757	-276	1.67303
cpd01758	-35.62	0.769654
cpd01759	10000000	10000000
cpd01760	10000000	10000000
cpd01761	-50.32	2.14385
cpd01762	-80.78	1.45352
cpd01763	0.6	0.939771
cpd01764	-79.37	0.945121
cpd01765	-33.02	0.767851
cpd01766	2.53	0.991785
cpd01767	50.2	1.65064
cpd01768	-437	5.28798
cpd01769	-182.38	1.84704
cpd01770	-113.64	0.792526
cpd01771	-75.49	1.00964
cpd01772	-160.84	1.02831
cpd01773	-222.4	0.792054
cpd01774	-9.45	0.829143
cpd01775	-1015.22	4.5338
cpd01776	-50.07	2.41468
cpd01777	-599.22	4.52723
cpd01778	-309.06	2.18559
cpd01779	-190.4	3.91211
cpd01780	-274.73	1.75943
cpd01781	-73.5	1.6138
cpd01782	-179.36	1.09081
cpd01783	10000000	10000000
cpd01784	-70.87	1.0379
cpd01785	-1.09	1.25264
cpd01786	-163.98	0.971189
cpd01787	-72.84	4.08882
cpd01788	-110.02	0.807845
cpd01789	-22.11	1.66795
cpd01790	-70.08	1.48378
cpd01791	35.87	2.73364
cpd01792	-211.72	1.38097
cpd01793	-250.16	0.647795
cpd01794	-178.44	1.37216
cpd01795	-230.62	0.712638
cpd01796	-140.22	1.27296
cpd01797	-793.11	3.84608
cpd01798	-21.49	2.05667
cpd01799	-6.85	0.342137
cpd01800	9.44	1.20029
cpd01801	24.84	1.41839
cpd01802	-793.11	3.84608
cpd01803	-21.49	2.05667
cpd01804	-116.42	1.1664
cpd01805	27.64	2.68252
cpd01806	-2.98	7.25719
cpd01807	-312.42	0.528695
cpd01808	10.74	6.88778
cpd01809	-136.2	0.368702
cpd01810	-783.57	3.58021
cpd01811	-793.11	3.84608
cpd01812	10000000	10000000
cpd01813	-118.12	0.389279
cpd01814	10000000	10000000
cpd01815	-168.38	3.14459
cpd01816	10000000	10000000
cpd01817	-123.24	3.1844
cpd01818	10000000	10000000
cpd01819	-437.94	0.909703
cpd01820	-178.999	4.47297
cpd01821	-309.41	1.64377
cpd01822	-88.86	1.09822
cpd01823	10000000	10000000
cpd01824	-168.23	6.8417
cpd01825	-245.28	6.85993
cpd01826	10000000	10000000
cpd01827	-92.5125	1.54298
cpd01828	112.62	3.30263
cpd01829	-332.78	1.65195
cpd01830	-20.98	2.50909
cpd01831	-44.46	1.10435
